Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Type_New
10.895,0,0.137584599,4,262.2568,2,1,1,3954.852,15,1
12.5,0,0.080741927,10,220.8798,1,2,3,6170.6344,37,1
14.6,1,0.059741172,9,179.6976,2,1,1,5070.7328,15,2
15.7,2,0.214423791,6,111.6544,2,0,0,335.5632,37,1
9.6,0,0.051677051,13,258.062,1,2,2,2856.282,13,1
12.6,0,0.168455549,13,211.0612,2,0,0,418.1224,37,1
10.3,2,0.047694985142857145,6,189.053,2,1,1,5313.084,20,1
17.0,2,0.016055615,13,228.4352,2,1,1,8245.2672,15,1
8.645,0,0.021619564,3,50.6982,1,0,1,736.3748,23,1
16.0,2,0.173027688,13,155.2972,1,0,1,3583.3356,23,1
6.155,2,0.095045476,10,213.456,1,2,2,2556.672,13,1
13.85,2,0.025891588,5,165.121,2,1,1,2936.178,18,1
20.2,2,0.205484395,0,198.011,2,0,0,392.822,37,1
13.1,0,0.037793818,6,173.8054,2,1,1,2801.6864,15,1
14.6,1,0.045002624,9,196.5084,2,0,0,198.4084,37,2
11.8,0,0.054460571,7,77.0012,2,1,1,2277.036,15,0
15.5,2,0.075736746,0,265.5568,2,1,1,4482.1656,18,1
14.15,1,0.014719325,9,196.911,2,2,0,392.822,24,2
17.1,1,0.066828857,9,114.186,1,2,3,1924.162,37,2
17.7,2,0.23653561,15,184.1924,2,0,0,185.0924,37,1
20.7,0,0.04903471,6,39.9506,2,1,1,872.8638,15,1
15.2,0,0.035497039,3,216.7824,2,2,0,436.7648,24,1
11.5,1,0.017638893,8,132.7626,2,1,1,2885.5772,18,2
21.25,0,0.01945343,13,120.8756,1,0,1,1454.1072,23,1
14.1,0,0.11326743,0,54.5956,2,0,1,1037.3164,25,1
9.395,2,0.109713464,14,41.3112,2,1,1,255.6672,15,0
8.985,2,0.03859049233333333,5,130.531,1,2,3,5582.733,37,1
7.895,2,0.094952408,2,101.1332,1,2,2,1332.9316,13,1
14.0,1,0.029026218,8,131.331,2,1,1,3635.268,15,2
5.365,2,0.140123575,12,172.0764,0,2,1,2748.4224,35,1
16.35,0,0.03272295,10,165.7842,2,1,1,1823.6262,15,1
15.75,1,0.135836828,9,100.37,2,1,1,1298.31,15,2
7.5,1,0.036382524,8,177.9028,1,2,2,1416.8224,13,2
14.8,0,0.077764180625,10,189.3846,0,2,1,4777.115,35,1
7.07,0,0.094201018,13,115.8834,2,1,1,1036.6506,15,1
20.5,1,0.143506376,9,34.719,1,0,1,768.999,23,2
20.25,2,0.133347119,4,193.0794,2,0,0,975.397,37,1
18.0,0,0.124428516,5,119.9124,2,1,1,948.0992,18,1
9.5,2,0.221856492,5,231.8668,2,2,0,230.3668,24,1
15.0,1,0.071312064,8,125.7362,0,2,1,3020.0688,35,2
20.1,2,0.022425236,6,226.3036,2,0,1,910.8144,25,1
11.0,2,0.133352623,3,219.7798,1,0,1,2644.5576,23,1
18.7,1,0.046079558,8,151.5682,2,1,1,1982.0866,18,2
8.42,1,0.10622423016666667,8,64.2168,1,2,3,1278.336,37,2
15.15,2,0.066446521,5,147.976,1,2,2,732.38,13,1
14.1,0,0.066979957,13,196.7084,1,0,1,3174.5344,23,1
8.42,1,0.187918654,8,65.4168,2,2,0,127.8336,24,2
17.85,0,0.051924192,13,121.0072,1,2,3,2940.1728,37,1
17.75,0,0.054806734,6,145.1444,1,2,3,3918.8988,37,1
8.27,1,0.018813601,8,237.988,2,0,1,7190.64,25,2
17.1,0,0.094910421,1,84.5566,2,0,0,253.6698,37,1
8.615,0,0.116722514,6,95.4436,1,2,2,567.2616,13,1
7.785,0,0.244338986,4,105.9306,2,0,0,209.0612,37,1
9.8,0,0.013863257,14,45.106,1,0,1,1398.18,23,0
15.15,2,0.021471456,13,131.0284,2,0,0,131.8284,37,1
12.65,0,0.0740532438,10,109.1938,1,2,3,2036.6822,37,1
13.65,2,0.026067434,13,78.8302,2,1,1,713.0718,15,1
6.385,2,0.123710526,13,37.1874,2,0,1,247.0118,25,1
20.5,0,0.119547387,0,108.9596,1,0,1,539.298,23,1
16.85,2,0.079690403,13,113.4544,2,0,1,2908.2144,25,1
7.785,0,0.088691614,6,61.851,2,1,1,1454.773,18,1
11.1,0,0.104784329,6,150.4366,2,0,0,151.1366,37,1
13.35,0,0.032024659,10,62.7194,1,2,3,1857.582,37,1
10.8,1,0.041950753,8,190.0214,2,1,1,2449.4782,20,2
15.0,2,0.091018048,3,60.2904,2,2,0,117.1808,24,1
5.175,0,0.037398953,3,84.2224,2,0,1,852.224,25,1
11.6,0,0.017845372,3,179.0686,2,1,1,5688.5952,15,1
6.775,1,0.105459307,9,84.625,2,1,1,2496.75,20,2
9.31,0,0.038032068,5,61.351,2,1,1,822.263,20,1
15.0,0,0.064504433,7,47.306,2,1,1,652.484,15,0
13.3,0,0.021306635,0,119.8124,1,0,1,1896.1984,23,1
16.0,2,0.116063284,6,59.1246,1,2,2,753.0198,13,1
19.75,0,0.059336763,13,212.1902,2,0,0,424.7804,37,1
6.48,0,0.034091649,13,146.2076,2,1,1,2364.9216,15,1
17.1,2,0.081955735,3,142.0838,2,0,0,280.9676,37,1
18.35,1,0.088551694,9,191.5504,1,2,3,5944.2624,37,2
12.5,0,0.071230537,15,128.102,2,1,1,885.514,18,1
8.39,2,0.024185517,5,115.7176,0,2,1,1374.2112,35,1
17.7,2,0.041163522,6,80.8276,2,1,1,1868.2348,15,1
12.5,2,0.09433221728571428,6,80.8592,2,2,0,82.5592,24,1
7.42,0,0.017874195125,13,248.8092,1,2,3,6474.2392,37,1
15.6,0,0.087719692,13,218.5798,2,0,1,4407.596,25,1
10.65,1,0.048677482,11,166.1526,2,1,1,2466.789,18,2
12.35,1,0.041907648,8,36.2216,1,2,2,346.216,13,2
6.035,2,0.065783783,0,188.224,2,0,1,5779.144,25,1
6.155,2,0.094807042,10,213.356,1,0,1,3835.008,23,1
16.75,0,0.128778474,1,89.1856,0,2,1,1581.9408,35,1
16.75,0,0.060668416,4,172.4106,2,1,1,2908.8802,20,1
15.1,1,0.056067524,9,139.8496,1,2,2,1270.3464,13,2
21.25,1,0.114066204,8,233.03,1,2,2,5592.72,13,2
9.395,2,0.10039894,0,89.6856,2,0,1,878.856,25,1
17.6,0,0.097135675,4,89.3856,0,2,1,1318.284,35,0
20.5,1,0.032610007,9,37.4822,1,2,3,942.7728,37,2
13.15,2,0.165616415,6,172.6764,1,0,1,2061.3168,23,1
5.035,2,0.07603844800000001,1,228.2036,2,0,1,4781.7756,25,1
20.6,2,0.030362777,4,210.5244,1,2,3,6775.1808,37,1
14.5,1,0.03409886,11,162.621,2,0,0,815.605,37,2
14.65,1,0.145951533,9,160.9552,2,0,0,162.4552,37,2
5.48,0,0.015138834,5,81.925,2,1,1,3079.325,20,1
19.35,2,0.031069993,13,112.0544,2,2,0,223.7088,24,1
9.195,0,0.115535487,5,59.5246,2,1,1,810.9444,15,1
5.26,2,0.02454694,1,95.7068,1,0,1,1166.4816,23,1
17.75,2,0.067175915,0,187.124,1,2,3,3728.48,37,1
6.235,1,0.118674359,9,261.691,2,0,1,3155.892,25,2
11.8,2,0.057421582,10,149.9366,2,0,1,1662.5026,25,1
20.7,2,0.114022125,4,92.9436,0,2,1,2174.5028,35,1
13.6,1,0.010033871,9,177.937,1,2,2,2293.681,13,2
5.82,1,0.080765853,9,169.179,1,0,1,2037.348,23,2
7.76,0,0.05930285,13,98.77,0,2,1,1697.79,35,1
18.35,0,0.041753387,7,187.6872,2,1,1,2836.308,20,0
7.285,0,0.050065211,4,157.4288,2,1,1,2042.6744,20,1
15.1,2,0.096020459,10,133.7942,0,2,1,2384.8956,35,1
7.0,0,0.15202235,3,106.628,1,2,2,639.168,13,1
17.7,0,0.087383304,4,180.4292,1,2,3,4013.4424,37,1
18.35,1,0.03066757,8,193.4162,2,1,1,2116.5782,15,2
13.8,2,0.06127194842857143,6,74.3012,2,1,1,1669.8264,20,1
18.35,0,0.03321399,4,154.934,2,0,1,1225.072,25,0
17.5,0,0.097429924,14,172.8738,1,2,3,3649.2498,37,0
8.895,2,0.039120291,0,206.8296,2,1,1,4154.592,20,1
21.1,1,0.01055095,9,234.9958,1,2,3,13086.9648,37,2
15.5,0,0.053480419,14,42.377,2,1,1,1211.756,20,0
14.5,2,0.128520186,0,101.4332,2,1,1,1948.1308,20,1
9.3,1,0.044444956,9,245.2802,1,2,3,10072.8882,37,2
8.26,0,0.034544435,7,116.0834,1,2,2,1267.0174,13,0
10.0,1,0.073678663,8,120.944,1,2,2,2037.348,13,2
9.0,0,0.079668739,3,79.6644,1,2,2,1571.288,13,1
5.655,0,0.085447928,6,165.85,2,1,1,1830.95,20,1
18.6,1,0.080434451,8,93.4436,0,2,1,1701.7848,35,2
15.0,1,0.044978225,8,140.8838,1,0,1,2247.7408,23,2
20.5,1,0.023190134,11,153.434,2,1,1,3981.484,20,2
8.785,0,0.025967624,6,119.9414,2,0,1,1462.0968,25,1
8.77,2,0.046962004,6,173.8422,1,2,2,3448.844,13,1
18.75,1,0.05233528,8,108.128,2,1,1,1065.28,15,2
19.85,0,0.17635245,6,220.8772,2,1,1,4225.1668,20,1
17.5,0,0.013692598,5,259.7304,1,2,2,3616.6256,13,1
14.6,1,0.047750799999999996,11,242.3538,2,1,1,5287.7836,18,2
11.8,2,0.093655728,13,127.1704,2,0,1,3004.0896,25,1
11.65,2,0.018275816,10,110.8544,2,2,0,111.8544,24,1
13.65,2,0.184167712,3,213.7902,2,0,1,1274.3412,25,1
16.1,2,0.158954903,5,34.9558,1,2,3,1120.5414,37,1
16.6,0,0.050392993,3,118.4124,2,1,1,3199.8348,20,1
18.0,0,0.008558144,0,79.0618,2,1,1,1208.427,20,1
7.17,2,0.059820884,6,130.3968,1,0,1,3523.4136,23,1
10.3,0,0.070149088,4,264.5226,1,0,1,3436.1938,23,1
5.78,0,0.095919472,1,162.6552,1,2,3,5685.932,37,1
12.85,0,0.058092551,13,172.0422,2,0,0,517.3266,37,1
11.5,0,0.286357776,13,123.9704,2,2,0,375.5112,24,1
7.855,2,0.161798604,0,37.2848,1,0,1,745.696,23,1
9.6,0,0.148742896,0,107.128,2,0,0,319.584,37,1
17.35,0,0.0117563854,5,72.2038,2,1,1,886.8456,15,1
9.0,1,0.032022535,9,101.8016,2,0,1,1720.4272,25,2
11.85,2,0.049842613,6,164.2526,1,2,3,3946.8624,37,1
18.7,0,0.156304192,13,256.3672,2,0,0,255.6672,37,1
10.195,2,0.012458143,10,196.311,2,0,1,589.233,25,1
15.7,0,0.037201127,14,181.7634,0,2,1,2544.6876,35,0
15.7,0,0.045274134,5,177.966,1,0,1,3415.554,23,1
8.88,1,0.098603729,9,210.727,2,1,1,4194.54,18,2
15.2,1,0.097457483,8,114.4492,1,2,2,579.246,13,2
10.195,0,0.051661272,1,33.3558,2,0,1,848.895,25,1
6.67,2,0.08516153716666668,13,133.0626,1,0,1,1573.9512,23,1
17.35,2,0.041273391,5,91.6804,1,2,3,3858.9768,37,1
18.0,2,0.141997869,6,90.5514,1,2,3,2036.6822,37,1
8.975,2,0.05060257025,3,84.9224,1,2,2,1278.336,13,1
13.8,0,0.058339153,4,246.2802,1,2,2,1228.401,13,0
16.35,0,0.020544065,6,49.9324,2,1,1,259.662,18,1
6.11,2,0.103503049,6,129.6968,2,1,1,1174.4712,15,1
7.785,0,0.140342195,4,105.6306,2,1,1,627.1836,15,1
8.92,1,0.12929931,9,178.237,1,2,3,7939.665,37,2
18.85,0,0.036031137,10,60.4562,2,1,1,1125.8678,18,1
11.0,0,0.008903212,10,120.9756,1,2,3,2787.0388,37,1
6.65,0,0.087669485,6,127.2678,2,0,1,2416.1882,25,1
7.5,1,0.0772322176,9,59.2588,1,0,1,916.1408,23,2
5.985,0,0.005661669,0,186.5924,0,2,1,2591.2936,35,1
6.78,2,0.11100176216666667,0,95.012,1,0,1,2050.664,23,1
6.195,0,0.07198553,13,122.2098,2,0,1,1205.098,25,1
18.6,2,0.17133418,10,48.8376,0,2,1,287.6256,35,1
8.63,2,0.047329385,3,174.1422,2,2,0,517.3266,24,1
11.8,2,0.170977155,3,117.0834,1,2,2,1842.9344,13,1
7.075,0,0.058298384,4,145.8128,0,2,1,1725.7536,35,1
8.395,0,0.039715591,13,100.1042,2,1,1,1289.6546,15,1
17.85,0,0.046824729,10,153.6682,1,2,2,1829.6184,13,1
12.35,2,0.311090379,0,79.2328,2,2,0,154.4656,24,1
14.6,1,0.059611153,11,238.3538,2,1,1,2163.1842,20,2
6.63,2,0.103517853,0,164.95,1,2,3,4161.25,37,1
11.65,2,0.075834825,13,82.9908,2,1,1,1258.362,18,1
20.7,0,0.170072462,3,183.8266,1,0,1,1844.266,23,1
8.77,2,0.040973457375,6,173.6422,0,2,1,517.3266,35,1
20.25,0,0.036399734,4,219.3482,2,1,1,8323.8316,20,0
13.65,2,0.072912432,5,198.4426,2,0,1,5536.7928,25,1
17.7,1,0.012567811,9,168.4474,2,1,1,2358.2636,20,2
8.315,2,0.035773394,0,144.3444,2,1,1,3483.4656,15,1
17.85,2,0.046382793,6,122.8388,1,2,3,2972.1312,37,1
7.81,0,0.067836851,14,246.1486,2,1,1,5375.6692,15,0
11.1,0,0.126931494,13,220.7482,1,0,1,4380.964,23,1
18.1,0,0.022434418,6,96.2094,1,0,1,952.094,23,1
8.88,0,0.086764795,7,153.8682,2,1,1,1829.6184,18,0
12.15,1,0.07512981133333334,8,39.1506,2,1,1,1480.0734,15,2
9.5,0,0.085437778,7,188.4872,1,2,2,3592.6568,13,0
15.25,0,0.089998959,5,215.1192,2,1,1,2157.192,20,1
11.3,2,0.054288646,10,96.6094,1,2,3,2189.8162,37,1
12.15,1,0.007233539333333333,11,123.773,2,0,1,3325.671,25,2
16.35,1,0.016993204,9,95.741,2,0,1,965.41,25,2
12.65,0,0.06908877,10,52.3324,1,2,3,1298.31,37,1
12.85,0,0.137441201,13,157.663,1,0,1,2659.871,23,1
12.5,0,0.051970788,6,103.699,2,2,0,412.796,24,1
7.905,0,0.032961199000000004,5,109.1254,2,1,1,1627.881,15,1
17.85,0,0.02492239,14,153.4998,1,2,2,2922.1962,13,0
7.21,2,0.144924795,13,100.8332,2,1,1,1537.998,20,1
5.175,1,0.030349723,8,37.0874,2,1,1,423.4488,18,2
7.605,0,0.226284381,6,163.221,2,0,0,326.242,37,1
16.2,1,0.050625182,9,193.1162,2,1,1,2501.4106,15,2
14.0,0,0.02371512,0,103.8332,0,2,1,1743.0644,35,1
8.42,1,0.112177581,8,65.9168,0,2,1,958.752,35,2
9.3,0,0.04774013,0,195.0136,2,2,0,194.4136,24,1
9.395,0,0.159304333,14,226.172,2,1,1,3848.324,18,0
17.85,2,0.020989308,10,260.7936,2,1,1,4697.8848,20,1
13.35,0,0.01769927,4,74.2012,1,2,3,1290.3204,37,0
6.13,0,0.06406233033333333,4,60.1536,0,2,1,1102.5648,35,0
15.1,0,0.096658404,6,216.9166,2,0,0,217.7166,37,1
20.1,2,0.054816926,6,194.282,1,2,2,1544.656,13,1
16.5,2,0.068511103,3,103.699,2,1,1,1651.184,15,1
5.615,1,0.12574524,8,122.473,2,1,1,1354.903,18,2
7.52,2,0.044023213,0,183.095,2,0,1,5492.85,25,1
9.0,2,0.068754395,2,54.5614,1,2,3,1713.1034,37,1
13.8,2,0.024660202,3,87.4172,2,2,0,178.4344,24,1
17.6,2,0.039214444,13,98.241,2,1,1,1930.82,18,1
20.5,0,0.036344721,6,122.3756,2,1,1,2544.6876,15,1
11.8,1,0.008554052,8,116.9492,0,2,1,1969.4364,35,2
18.25,2,0.170000805,4,155.963,1,2,3,4537.427,37,1
20.25,1,0.148302815,8,108.3938,1,0,1,2787.0388,23,2
15.85,0,0.081914677,1,177.637,1,0,1,3352.303,23,1
17.7,0,0.029914022,13,166.2816,0,2,1,2516.724,35,1
6.035,2,0.065771344,0,185.324,2,1,1,3728.48,18,1
13.15,0,0.043551753,13,184.495,1,2,3,7873.085,37,1
12.35,1,0.163941937,9,117.0124,2,0,1,1540.6612,25,2
14.65,2,0.099692906,13,50.9666,2,1,1,717.7324,15,1
10.895,0,0.059834024,6,133.5284,2,2,0,263.6568,24,1
15.75,0,0.166174549,4,37.4506,2,1,1,1062.6168,20,0
11.15,0,0.119930029,4,44.2744,2,1,1,588.5672,18,1
8.985,2,0.057944376,5,131.531,2,1,1,1428.141,20,1
17.6,2,0.065649353,13,94.841,2,2,0,193.082,24,1
5.82,1,0.080249973,9,168.679,1,2,3,4923.591,37,2
13.15,2,0.037952777,13,89.5856,2,0,1,1494.0552,25,1
9.195,2,0.064113698,5,86.5566,1,0,1,1183.7924,23,1
15.0,0,0.048841794,14,64.7168,1,2,3,3068.0064,37,0
19.6,1,0.02394662,9,106.9964,2,1,1,1788.3388,18,2
5.925,2,0.096000183,4,43.7086,1,2,3,1293.6494,37,1
20.2,1,0.074177667,9,93.2462,0,2,1,1018.0082,35,2
14.8,2,0.04368089,1,110.157,1,2,3,2306.997,37,1
7.75,2,0.083268523,5,32.9558,1,2,2,101.8674,13,1
8.575,2,0.071832909,4,194.1794,2,1,1,3316.3498,18,1
20.2,2,0.12300693666666668,0,197.211,0,2,1,3535.398,35,1
19.35,2,0.062625641,0,165.3184,1,0,1,1651.184,23,1
7.365,0,0.042646566,6,225.172,2,1,1,452.744,20,1
7.5,0,0.03114569757142857,5,237.7906,2,1,1,1188.453,18,1
8.3,0,0.03555434,6,37.4506,2,1,1,796.9626,15,1
16.75,0,0.105068444,13,156.663,2,1,1,2816.334,20,1
10.695,2,0.060912865,2,173.8712,1,2,2,4570.0512,13,1
5.88,1,0.02488732,9,147.5392,2,0,1,2684.5056,25,2
12.6,0,0.024194731,4,36.1874,2,0,1,423.4488,25,1
10.695,2,0.01141595,13,74.0038,0,2,1,1034.6532,35,1
17.85,1,0.018023997,8,95.9094,2,0,1,2285.0256,25,2
19.75,0,0.012499004,6,188.0872,1,2,2,2458.1336,13,1
7.97,0,0.036045991,12,107.5596,2,2,0,431.4384,24,1
7.685,1,0.044607722,8,145.976,2,0,0,585.904,37,2
15.7,1,0.16098885,9,57.8562,2,1,1,651.8182,20,2
15.1,1,0.055793586,9,139.7496,0,2,1,3952.1888,35,2
6.63,2,0.104445322,0,167.25,1,2,2,1830.95,13,1
8.6,1,0.032687702,8,140.9154,2,1,1,1134.5232,20,2
19.25,2,0.026949463,10,197.711,1,2,3,4910.275,37,1
13.0,1,0.041909345,9,255.0014,2,1,1,5865.0322,20,2
5.98,0,0.04363058,6,148.2418,1,0,1,1618.5598,23,1
6.03,0,0.019183427750000002,4,175.1028,1,0,1,1593.9252,23,0
13.8,2,0.014793124,3,88.5172,1,2,2,2408.8644,13,1
16.5,2,0.065928735,2,183.0292,1,2,3,8209.314,37,1
13.65,0,0.01583438,1,228.5668,1,2,3,3225.1352,37,1
16.1,2,0.159728395,5,34.3558,2,0,1,271.6464,25,1
20.1,1,0.014925407,8,143.4154,0,2,1,3545.385,35,2
9.17,0,0.102893121,0,141.947,0,2,1,4008.116,35,1
10.895,1,0.020951848,8,255.3672,2,0,1,767.0016,25,2
5.325,2,0.11250280700000001,4,55.8298,2,1,1,485.3682,18,1
12.85,0,0.108102606,6,233.3642,0,2,1,3950.1914,35,1
11.300000000000002,0,0.006251070714285714,10,196.8426,2,0,0,593.2278,37,1
15.35,0,0.073697713,14,91.912,2,1,1,559.272,15,0
16.7,2,0.091437584,15,64.3168,2,2,0,127.8336,24,1
13.3,0,0.009581155,13,64.951,2,0,1,1644.526,25,1
17.35,1,0.035997636,11,78.6618,2,0,0,80.5618,37,2
6.67,2,0.12332588,13,90.2514,0,2,1,974.0654,35,1
20.5,2,0.112584813,6,192.0478,1,0,1,1549.9824,23,1
15.1,2,0.019930418,5,131.531,2,1,1,2856.282,18,1
17.0,1,0.126244059,9,124.6362,2,0,1,3900.9222,25,2
8.42,2,0.030905215,3,227.6352,2,1,1,2748.4224,20,1
15.2,2,0.104365283,6,177.1054,2,1,1,3151.8972,15,1
17.0,1,0.087387669,8,125.073,2,2,0,369.519,24,2
17.6,2,0.053481818,15,47.806,2,1,1,1071.938,15,1
18.0,0,0.073306615,3,155.0972,1,0,1,3894.93,23,1
14.6,1,0.043021542,9,196.9084,2,2,0,595.2252,24,2
5.8,0,0.13169655,4,89.4172,2,1,1,2498.0816,15,1
9.8,1,0.090834158,11,192.2478,1,2,2,4068.7038,13,2
17.25,1,0.19875618,9,250.7724,2,0,0,251.6724,37,2
14.3,0,0.026321701,5,77.6302,2,0,1,950.7624,25,1
11.1,0,0.176215665,0,158.8604,2,0,1,2693.8268,25,1
17.0,0,0.136008489,6,171.7106,2,1,1,1711.106,20,1
18.6,2,0.17174348,10,48.8376,1,0,1,1294.3152,23,1
8.895,2,0.08154715,13,49.8008,2,1,1,759.012,15,1
6.28,0,0.027570939,14,86.6198,1,2,3,2529.3742,37,0
10.3,0,0.146767897,10,102.3648,1,2,2,1557.972,13,1
19.25,2,0.03467086,3,141.8496,0,2,1,2399.5432,35,1
12.6,0,0.09619424,13,210.8612,2,1,1,1254.3672,18,1
15.3,2,0.08511049,3,215.7218,1,2,2,1923.4962,13,1
8.71,2,0.1263349,3,184.0924,2,0,0,555.2772,37,1
18.6,1,0.012592289,9,123.3414,1,2,3,4751.8146,37,2
14.85,2,0.05357685,0,122.2072,1,2,3,3552.7088,37,1
18.6,0,0.077168705,13,160.6236,1,2,2,1611.236,13,1
14.5,1,0.032597778,11,163.621,2,2,0,815.605,24,2
13.5,0,0.021583971,6,179.5976,1,2,2,2173.1712,13,1
10.3,0,0.078903499,0,177.637,2,1,1,4234.488,20,1
17.0,1,0.091411749,8,121.373,2,0,0,369.519,37,2
5.4,1,0.084245356,8,164.6526,2,0,0,657.8104,37,2
7.155,2,0.281509514,1,33.8874,2,2,0,35.2874,24,1
16.5,1,0.012689327,8,39.7506,1,2,2,227.7036,13,2
5.59,2,0.094741514,13,63.1168,2,2,0,191.7504,24,1
15.15,0,0.046496777,0,149.6708,2,2,0,300.9416,24,1
13.1,0,0.076005548,4,166.1158,2,1,1,1169.8106,15,1
8.06,0,0.020514050125,2,232.7326,1,2,2,3696.5216,13,1
10.195,2,0.13996794614285715,5,139.5838,1,2,2,4495.4816,13,1
10.1,0,0.053732324,3,49.8008,2,2,0,303.6048,24,1
6.235,1,0.033807904,9,258.9962,2,2,0,258.9962,24,2
12.5,0,0.020782036,1,198.3742,1,2,2,2587.9646,13,1
11.35,2,0.063173691,4,86.1856,0,2,1,1494.0552,35,1
9.065,0,0.115563679,5,96.0094,2,1,1,1713.7692,20,1
11.65,2,0.076278201,13,85.1908,2,1,1,671.1264,15,1
18.2,2,0.012223687,6,57.1904,1,0,1,1640.5312,23,1
6.115,2,0.011419301,5,91.0488,1,2,2,1629.8784,13,1
6.92,2,0.131458247,2,90.5804,1,2,2,183.7608,13,1
7.035,0,0.021883368,5,263.791,1,0,1,4996.829,23,1
18.2,0,0.012607876,13,139.818,2,0,1,1398.18,25,1
10.5,2,0.025041738,6,218.7508,2,1,1,3255.762,20,1
17.6,1,0.018934719,8,237.759,1,0,1,3545.385,23,2
13.5,0,0.021392306,6,182.0976,1,2,3,6157.3184,37,1
19.75,0,0.041448824,6,116.5466,2,1,1,2828.3184,20,1
16.5,0,0.028395167,13,91.7146,0,2,1,2462.7942,35,1
13.15,2,0.165221717,6,172.0764,0,2,1,4466.1864,35,1
7.89,0,0.036127671,4,117.4782,2,1,1,2026.0294,18,1
20.5,2,0.019277945,5,82.8592,1,2,2,1733.7432,13,1
16.25,0,0.057629899,6,123.9046,1,2,2,1120.5414,13,1
12.6,0,0.096212432,13,207.2612,2,0,1,4390.2852,25,1
8.355,0,0.024387984,0,92.4462,2,0,0,185.0924,37,1
8.775,0,0.021647195,6,109.5228,2,1,1,994.7052,20,1
7.42,2,0.021573645,12,184.6582,2,0,1,5015.4714,25,1
8.67,0,0.065424208,14,145.8128,2,1,1,2444.8176,18,0
8.77,2,0.046866331,6,170.5422,2,1,1,1551.9798,20,1
19.35,2,0.0288811505,6,238.6564,0,2,1,3575.346,35,1
16.25,0,0.087102593,4,96.041,0,2,1,868.869,35,1
11.5,1,0.01774202,8,129.6626,2,1,1,1836.2764,15,2
11.1,0,0.010632752,3,82.5908,0,2,1,1510.0344,35,1
14.0,2,0.031116081,3,55.264,1,2,3,1544.656,37,1
5.59,2,0.05671761,13,62.9168,2,1,1,1406.1696,20,1
5.905,0,0.079931185,3,219.7456,2,0,0,884.1824,37,1
6.55,0,0.024505418,1,102.9332,0,2,1,1845.5976,35,1
6.85,0,0.03830192,5,261.2594,2,2,0,1046.6376,24,1
21.25,1,0.024693927,9,144.1102,1,0,1,1749.7224,23,2
11.1,0,0.010590075,3,84.6908,1,2,3,3691.1952,37,1
12.8,2,0.190569038,1,138.7838,2,2,0,280.9676,24,1
8.31,2,0.092849897,13,177.4028,2,0,1,3896.2616,25,1
12.1,0,0.016826748,7,179.166,2,0,1,3056.022,25,0
18.25,0,0.088394115,5,194.7452,1,2,3,5872.356,37,1
20.25,1,0.011381674999999999,9,145.6418,0,2,1,3384.2614,35,2
14.3,0,0.129783577,0,78.2328,1,2,3,1004.0264,37,1
13.5,2,0.10435188316666666,13,262.891,2,0,0,788.973,37,1
16.75,0,0.101690576875,13,156.163,2,0,1,2816.334,25,1
7.075,0,0.058465268,4,145.3128,2,1,1,1869.5664,20,1
11.1,2,0.053765212,6,163.1526,2,1,1,1808.9786,18,1
6.63,2,0.01098386,13,55.4588,1,2,2,343.5528,13,1
8.935,0,0.040245222,5,54.9298,1,0,1,1348.245,23,1
7.935,0,0.017253305,4,51.435,2,1,1,499.35,15,1
7.485,0,0.069231189,13,112.1228,1,0,1,1215.7508,23,1
9.5,0,0.074648119,13,253.3724,1,2,2,755.0172,13,1
18.35,1,0.030542489,8,193.1162,1,0,1,2693.8268,23,2
6.365,0,0.007359711,5,60.1536,1,0,1,490.0288,23,1
11.1,0,0.059940022,6,149.1366,1,0,1,4231.8248,23,1
11.395,1,0.017360651499999998,8,149.2708,2,1,1,2407.5328,15,2
9.895,2,0.048860587,5,260.2278,1,2,2,4165.2448,13,1
7.68,1,0.153419412,8,86.4224,2,1,1,511.3344,15,2
13.65,1,0.077219509,8,56.493,2,1,1,509.337,18,2
15.75,1,0.13504726,9,98.57,2,1,1,2496.75,18,2
10.195,2,0.146094132,4,196.1794,1,0,1,2926.191,23,1
10.895,1,0.027157955,11,50.2666,1,2,2,820.2656,13,2
19.7,2,0.080346058,0,195.711,1,2,3,5499.508,37,1
17.7,2,0.016596645,6,48.3034,2,0,1,777.6544,25,1
17.25,0,0.084316691,14,263.391,2,1,1,6311.784,18,0
18.6,0,0.076791671,13,161.0236,0,2,1,3705.8428,35,1
13.8,0,0.01326146,3,108.0254,2,1,1,759.6778,18,1
11.1,2,0.05762301849999999,6,165.5526,1,2,2,1973.4312,13,1
10.195,2,0.012528611,10,195.111,2,1,1,3731.809,15,1
5.88,0,0.003597678,7,153.8998,1,0,1,2922.1962,23,0
11.15,1,0.032438645,8,163.0526,2,1,1,2302.3364,15,2
18.35,0,0.173527068,6,92.0462,2,0,0,277.6386,37,1
11.6,0,0.041112694,14,142.0154,1,2,2,850.8924,13,0
14.1,0,0.089243504,3,139.2496,1,2,3,1976.0944,37,1
12.1,0,0.011539622,4,163.5526,2,0,1,2302.3364,25,0
7.31,0,0.04690397,13,110.657,2,0,0,659.142,37,1
4.635,0,0.141686037,1,126.9994,2,1,1,1798.9916,15,1
8.51,1,0.052051256,9,142.247,2,1,1,2004.058,20,2
9.6,0,0.09627919,14,167.3158,2,1,1,1838.2738,18,0
